0.294100	0.698900	0.030146
0.212900	0.660600	0.035178
0.252900	0.475800	0.043260
0.160500	0.458900	0.044883
0.158300	0.567100	0.041270
0.261800	0.569300	0.039411
0.027200	0.386100	0.046880
-0.157600	0.490900	0.044274
0.004600	0.597100	0.040863
0.005300	0.710300	0.034306
-0.105500	0.588400	0.041020
-0.042500	0.492000	0.044830
0.099800	0.658200	0.037307
0.064200	0.507300	0.044349
0.449000	0.347000	0.042194
0.355100	0.317900	0.045253
0.419700	0.443200	0.040390
0.622700	0.432900	0.030175
0.919800	0.392500	0.000000
0.779400	0.397500	0.017824
0.716500	0.250900	0.030071
0.991600	0.129500	0.000000
0.899100	0.180600	0.012223
0.887900	0.057700	0.016014
0.793500	0.180900	0.024716
0.964700	0.263500	0.000000
0.813300	0.283100	0.019728
0.673100	0.343300	0.030682
0.104800	0.994500	0.000000
0.146600	0.878200	0.015727
0.347300	0.937800	0.000000
0.379200	0.846800	0.010861
0.223900	0.974600	0.000000
0.248900	0.875400	0.013466
0.488200	0.644100	0.025423
0.582800	0.812600	0.000000
0.779800	0.626100	0.000000
0.679600	0.593800	0.014323
0.687500	0.726200	0.000000
0.598100	0.660300	0.015952
0.468400	0.883500	0.000000
0.468700	0.756200	0.016278
0.857700	0.514100	0.000000
0.706800	0.492100	0.019830
0.560200	0.555900	0.027500
0.520300	0.443100	0.036075
0.561000	0.338400	0.037897
0.454500	0.543000	0.034312
0.149100	0.760100	0.029017
0.302500	0.788300	0.021617
0.375700	0.661400	0.030229
0.351300	0.517000	0.039621
-0.100400	-0.018300	0.048188
-0.131400	0.267700	0.047759
-0.095100	0.162800	0.048141
0.099700	0.218800	0.048001
0.157400	0.306100	0.047401
0.275700	0.116000	0.047744
0.108700	0.033900	0.048190
0.241500	0.022400	0.048048
0.186600	0.160500	0.048027
0.065000	0.124500	0.048171
-0.019500	0.069900	0.048188
0.388100	-0.286300	0.045091
0.257000	-0.129700	0.047824
0.137100	-0.284000	0.047632
0.047200	-0.141200	0.048171
0.022400	-0.241500	0.048029
0.140100	-0.186400	0.048044
0.261000	-0.234000	0.047402
0.458900	-0.160500	0.044929
0.386100	-0.027200	0.046903
0.490900	0.157600	0.044279
0.597100	-0.004600	0.040841
0.710300	-0.005300	0.034298
0.588400	0.105500	0.041013
0.492000	0.042500	0.044821
0.507300	-0.064200	0.044274
0.392500	-0.919800	0.000000
0.397500	-0.779400	0.017821
0.250900	-0.716500	0.030066
0.129500	-0.991600	0.000000
0.180600	-0.899100	0.012222
0.057700	-0.887900	0.016013
0.180900	-0.793500	0.024713
0.263500	-0.964700	0.000000
0.283100	-0.813300	0.019725
0.347000	-0.449000	0.042161
0.432900	-0.622700	0.030166
0.338400	-0.561000	0.037882
0.443100	-0.520300	0.036059
0.343300	-0.673100	0.030674
0.698900	-0.294100	0.030152
0.660600	-0.212900	0.035184
0.569300	-0.261800	0.039438
0.994500	-0.104800	0.000000
0.878200	-0.146600	0.015726
0.937800	-0.347300	0.000000
0.846800	-0.379200	0.010862
0.974600	-0.223900	0.000000
0.875400	-0.248900	0.013467
0.644100	-0.488200	0.025421
0.812600	-0.582800	0.000000
0.626100	-0.779800	0.000000
0.593800	-0.679600	0.014320
0.726200	-0.687500	0.000000
0.660300	-0.598100	0.015950
0.883500	-0.468400	0.000000
0.756200	-0.468700	0.016278
0.661400	-0.375700	0.030234
0.788300	-0.302500	0.021619
0.555900	-0.560200	0.027494
0.492100	-0.706800	0.019826
0.543000	-0.454500	0.034306
0.514100	-0.857700	0.000000
0.760100	-0.149100	0.029016
0.658200	-0.099800	0.037301
0.567100	-0.158300	0.041272
0.517000	-0.351300	0.039629
0.443200	-0.419700	0.040362
0.475800	-0.252900	0.043356
0.317900	-0.355100	0.045191
0.352200	-0.183300	0.046809
-0.129700	-0.257000	0.047839
-0.160500	-0.458900	0.044933
-0.027200	-0.386100	0.046901
0.157600	-0.490900	0.044267
-0.004600	-0.597100	0.040838
-0.005300	-0.710300	0.034296
0.105500	-0.588400	0.041006
0.042500	-0.492000	0.044816
-0.064200	-0.507300	0.044274
-0.286300	-0.388100	0.045098
-0.919800	-0.392500	0.000000
-0.779400	-0.397500	0.017820
-0.716500	-0.250900	0.030063
-0.991600	-0.129500	0.000000
-0.899100	-0.180600	0.012221
-0.887900	-0.057700	0.016013
